"","low_1","low_2","low_3","up_1","up_2","up_3","high_1","high_2","high_3","down_1","down_2","down_3","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Unique...razor.sequence.coverage....","Unique.sequence.coverage....","Mol..weight..kDa.","Q.value","Score","MS.MS.count","Protein.IDs","Majority.protein.IDs","Protein.names","Gene.names","id","uniprot","main_gene"
"3441",24133,44053,29765,37100,39100,62392,31349,18368,18701,11620,32292,29632,"1","1","1","3.1","3.1","3.1","60.211","0.0028662","2.3853","1","Q811S7;Q811S7-2","Q811S7;Q811S7-2","Upstream-binding protein 1","Ubp1","3599","Q811S7","Ubp1"
"3442",322750,523730,520960,343770,499940,570120,341830,342010,385770,299780,355570,429830,"6","6","6","10.1","10.1","10.1","83.725","0","12.938","10","Q811U4","Q811U4","Mitofusin-1","Mfn1","3600","Q811U4","Mfn1"
"3443",66964,148270,161890,72316,156280,220160,72054,90732,129110,57488,76479,174060,"9","9","9","9.2","9.2","9.2","124.42","0","181.6","5","Q812A2;Q91Z69","Q812A2","SLIT-ROBO Rho GTPase-activating protein 3","Srgap3","3601","Q812A2","Srgap3"
"3444",15699,20563,29002,19325,19242,30475,15937,11624,20582,13868,12082,23629,"3","3","3","14.2","14.2","14.2","42.523","0","209.23","1","Q812A5;Q812A5-2","Q812A5;Q812A5-2","Proline-rich protein 5","Prr5","3602","Q812A5","Prr5"
"3445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","1","6.7","4.4","4.4","58.441","0","153.28","0","Q812E0;Q7TN99-6","Q812E0;Q7TN99-6","Cytoplasmic polyadenylation element-binding protein 2;Cytoplasmic polyadenylation element-binding protein 3","Cpeb2;Cpeb3","3603","Q812E0","Cpeb2"
"3446",143200,185690,208860,180840,207910,240480,197080,130730,146550,154270,126070,196730,"3","3","3","9.2","9.2","9.2","48.994","0","6.0873","4","Q8BFP9","Q8BFP9","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial","Pdk1","3604","Q8BFP9","Pdk1"
"3447",71773,73333,90348,79269,89195,81448,93586,63994,85413,64526,62236,99211,"4","4","4","14.1","14.1","14.1","35.079","0","14.207","10","Q8BFQ4","Q8BFQ4","WD repeat-containing protein 82","Wdr82","3605","Q8BFQ4","Wdr82"
"3448",57728,78854,83386,67888,70621,100020,66584,45218,76407,48678,64359,78047,"5","5","5","26.4","26.4","26.4","23.277","0","108.91","7","Q8BFQ8","Q8BFQ8","Parkinson disease 7 domain-containing protein 1","Pddc1","3606","Q8BFQ8","Pddc1"
"3449",2370500,3083300,3787000,2578900,3200400,4816200,2497000,2024200,3690800,1770100,2216600,4619100,"14","14","14","30","30","30","61.174","0","100.27","26","Q8BFR4","Q8BFR4","N-acetylglucosamine-6-sulfatase","Gns","3607","Q8BFR4","Gns"
"3450",1207500,1816400,1702700,1465200,1781400,2014300,1419600,1093400,1631500,1111600,1410200,1766500,"22","22","22","51.3","51.3","51.3","49.508","0","141.23","49","Q8BFR5;Q8BFR5-2","Q8BFR5;Q8BFR5-2","Elongation factor Tu, mitochondrial","Tufm","3608","Q8BFR5","Tufm"
"3451",14194,18949,13542,11569,20668,22586,11336,12797,9461.599609375,10373,9342.099609375,17090,"1","1","1","6.7","6.7","6.7","30.202","0.00031447","3.1436","1","Q8BFR6","Q8BFR6","AN1-type zinc finger protein 1","Zfand1","3609","Q8BFR6","Zfand1"
"3452",78412,123120,134870,73287,117560,130420,83096,94484,80027,58420,86265,100290,"5","5","5","27.9","27.9","27.9","35.247","0","41.872","18","Q8BFS6;Q8BFS6-4;Q8BFS6-2;Q8BFS6-3;Q8BFS6-5","Q8BFS6;Q8BFS6-4;Q8BFS6-2;Q8BFS6-3","Serine/threonine-protein phosphatase CPPED1","Cpped1","3610","Q8BFS6","Cpped1"
"3453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.9","2.9","2.9","60.768","0","30.207","0","Q8BFT9","Q8BFT9","Synaptic vesicle 2-related protein","Svop","3611","Q8BFT9","Svop"
"3454",9090.7998046875,24711,20760,13458,21922,20173,15026,11604,12584,11077,12948,19905,"3","3","3","7","7","7","73.624","0","48.905","3","Q8BFU3;Q8BFU3-2;Q8BFU3-5;Q8BFU3-4;Q8BFU3-3","Q8BFU3;Q8BFU3-2;Q8BFU3-5;Q8BFU3-4;Q8BFU3-3","RING finger protein 214","Rnf214","3612","Q8BFU3","Rnf214"
"3455",1529.5,4489.2001953125,4766.7998046875,4163.7998046875,4109.7998046875,3643.39990234375,3618.39990234375,3658,5157.89990234375,3198.80004882813,1940.40002441406,4473.2998046875,"1","1","1","4","4","4","46.132","0","4.6859","3","Q8BFV2","Q8BFV2","PCI domain-containing protein 2","Pcid2","3613","Q8BFV2","Pcid2"
"3456",32231,29587,34127,37520,26882,35763,39869,17258,33576,36416,25544,45998,"2","2","2","5.7","5.7","5.7","58.458","0","36.951","3","Q8BFW4;Q8BFW4-2","Q8BFW4;Q8BFW4-2","Tripartite motif-containing protein 65","Trim65","3614","Q8BFW4","Trim65"
"3457",2013500,3321600,3095900,2052100,3298300,3257100,2586400,3175800,2808900,2197600,3201900,3374600,"32","32","32","50.4","50.4","50.4","65.89","0","323.31","114","Q8BFW7;Q8BFW7-4;Q8BFW7-5;Q8BFW7-3;Q8BFW7-2","Q8BFW7;Q8BFW7-4;Q8BFW7-5","Lipoma-preferred partner homolog","Lpp","3615","Q8BFW7","Lpp"
"3458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.2","2.2","2.2","88.861","0","54.696","0","Q8BFX3","Q8BFX3","BTB/POZ domain-containing protein KCTD3","Kctd3","3616","Q8BFX3","Kctd3"
"3459",172310,177750,211860,163040,197700,289360,166750,112190,176410,165170,140670,171810,"2","2","2","9.5","9.5","9.5","29.227","0","7.69","2","Q8BFY6","Q8BFY6","Peflin","Pef1","3617","Q8BFY6","Pef1"
"3460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","7.4","7.4","7.4","25.686","0.0010812","2.8254","0","Q8BFY7","Q8BFY7","Protein FAM64A","Fam64a","3618","Q8BFY7","Fam64a"
"3461",1136400,1531700,1532200,1190400,1521400,1709500,1221600,1043900,1161100,923770,1110200,1438100,"13","13","9","16.3","16.3","12.8","102.36","0","47.778","21","Q8BFY9;Q8BFY9-2","Q8BFY9;Q8BFY9-2","Transportin-1","Tnpo1","3619","Q8BFY9","Tnpo1"
"3462",1182100,1877700,1571100,1311200,1726500,1541500,1350400,1162500,1334400,1077500,1247200,1406600,"12","12","9","40","40","30.9","37.872","0","220.06","23","Q8BFZ9","Q8BFZ9","Erlin-2","Erlin2","3620","Q8BFZ9","Erlin2"
"3463",2494200,3512200,3965400,2608400,3683500,5019400,2960800,2044800,2213000,1958600,2043300,3488900,"20","20","2","48.5","48.5","3.9","37.086","0","323.31","46","Q8BG05-2","Q8BG05-2","Heterogeneous nuclear ribonucleoprotein A3","Hnrnpa3","3622","Q8BG05-2","Hnrnpa3"
"3464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","5.4","5.4","5.4","45.588","0","9.5673","0","Q8BG09","Q8BG09","Transmembrane protein 184B","Tmem184b","3623","Q8BG09","Tmem184b"
"3465",NA,1005.70001220703,NA,NA,590.760009765625,NA,NA,550.080017089844,NA,NA,NA,1139.40002441406,"1","1","1","3.4","3.4","3.4","52.812","0","6.0536","1","Q8BG15;Q8BG15-5;Q8BG15-3;Q8BG15-6;Q8BG15-2","Q8BG15;Q8BG15-5;Q8BG15-3;Q8BG15-6;Q8BG15-2","CTD small phosphatase-like protein 2","Ctdspl2","3624","Q8BG15","Ctdspl2"
"3466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","4","4","4","67.678","0.0018363","2.6066","2","Q8BG19-2;Q8BG19","Q8BG19-2;Q8BG19","Transmembrane and TPR repeat-containing protein 4","Tmtc4","3625","Q8BG19-2","Tmtc4"
"3467",112660,132100,135560,136970,120420,129890,111890,72321,112020,84132,93445,116810,"6","6","6","17","17","17","57.584","0","141.86","5","Q8BG30","Q8BG30","Negative elongation factor A","Nelfa","3626","Q8BG30","Nelfa"
"3468",2595700,3324600,3337300,2866600,3270800,3617600,2899600,2246000,2575600,2328100,2394400,3018300,"17","17","17","41","41","41","47.436","0","323.31","31","Q8BG32","Q8BG32","26S proteasome non-ATPase regulatory subunit 11","Psmd11","3627","Q8BG32","Psmd11"
"3469",29496,38537,44142,30127,43583,47873,41017,25494,32231,23443,32339,40439,"4","4","4","9.4","9.4","9.4","72.638","0","13.811","6","Q8BG40","Q8BG40","Katanin p80 WD40 repeat-containing subunit B1","Katnb1","3629","Q8BG40","Katnb1"
"3470",53736,89095,79675,53480,83591,85298,62642,54804,61796,43695,57428,76274,"5","5","5","9.7","9.7","9.7","77.003","0","8.556","6","Q8BG51-3;Q8BG51;Q8BG51-2;Q8BG51-4","Q8BG51-3;Q8BG51;Q8BG51-2;Q8BG51-4","Mitochondrial Rho GTPase 1","Rhot1","3630","Q8BG51-3","Rhot1"
"3471",177910,278590,351570,190470,251030,383240,199440,163060,271820,147200,157470,314650,"7","7","7","13.4","13.4","13.4","92.612","0","323.31","16","Q8BG67;Q8BG67-2","Q8BG67;Q8BG67-2","Protein EFR3 homolog A","Efr3a","3631","Q8BG67","Efr3a"
"3472",203520,267120,287200,218260,242780,293970,241860,168770,239790,160890,203240,267410,"10","10","10","31.4","31.4","31.4","46.132","0","139.06","22","Q8BG81","Q8BG81","Polymerase delta-interacting protein 3","Poldip3","3632","Q8BG81","Poldip3"
"3473",111490,181410,200570,116310,192320,259040,118990,102100,154190,100270,108330,187650,"3","3","3","15.5","15.5","15.5","22.652","0","17.023","7","Q8BG94","Q8BG94","COMM domain-containing protein 7","Commd7","3633","Q8BG94","Commd7"
"3474",304410,940360,636800,323350,881450,655170,331660,654350,543570,294190,783200,641370,"17","15","15","12.2","12.2","12.2","109.05","0","323.31","14","Q8BG95","Q8BG95","Protein phosphatase 1 regulatory subunit 12B","Ppp1r12b","3634","Q8BG95","Ppp1r12b"
"3475",97430,148000,111930,100380,130560,137900,109430,70776,95107,71746,95713,127370,"3","3","3","7.4","7.4","7.4","43.537","0","5.0366","3","Q8BGA5","Q8BGA5","KRR1 small subunit processome component homolog","Krr1","3635","Q8BGA5","Krr1"
"3476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1.9","1.9","1.9","96.155","0","38.213","0","Q8BGB2","Q8BGB2","Tetratricopeptide repeat protein 7A","Ttc7a","3636","Q8BGB2","Ttc7a"
"3477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","13.3","13.3","13.3","14.237","0","5.6795","3","Q8BGB5","Q8BGB5","LIM domain-containing protein 2","Limd2","3637","Q8BGB5","Limd2"
"3478",28737,35005,33758,29644,24514,23643,25696,15304,31292,22207,25062,31643,"2","2","2","8.9","8.9","8.9","28.6","0","4.4771","3","Q8BGB7;Q8BGB7-2","Q8BGB7;Q8BGB7-2","Enolase-phosphatase E1","Enoph1","3638","Q8BGB7","Enoph1"
"3479",4833,6762.5,12496,8551.7001953125,8373.599609375,8969.7998046875,5735.89990234375,3140.69995117188,8506.7998046875,4383.89990234375,654.890014648438,8680.5,"9","9","9","14.3","14.3","14.3","86.239","0","323.31","10","Q8BGC0;Q8BGC0-2","Q8BGC0","HIV Tat-specific factor 1 homolog","Htatsf1","3639","Q8BGC0","Htatsf1"
"3480",523420,830800,756530,615110,855760,873980,534670,480980,583830,406730,521860,684360,"9","9","9","27.3","27.3","27.3","40.528","0","34.634","15","Q8BGC4","Q8BGC4","Zinc-binding alcohol dehydrogenase domain-containing protein 2","Zadh2","3640","Q8BGC4","Zadh2"
"3481",28514,31183,26316,22484,24466,20726,23315,30906,19973,20653,27051,28600,"5","5","5","7.9","7.9","7.9","90.029","0","13.83","5","Q8BGD5","Q8BGD5","Carnitine O-palmitoyltransferase 1, brain isoform","Cpt1c","3641","Q8BGD5","Cpt1c"
"3482",72227,127610,112570,104570,119870,101870,97291,75981,90237,72444,90943,102040,"3","3","3","49.4","49.4","49.4","9.2983","0","17.191","8","Q8BGD8","Q8BGD8","Cytochrome c oxidase assembly factor 6 homolog","Coa6","3642","Q8BGD8","Coa6"
"3483",435200,461870,378790,417850,356420,388800,410930,295780,363510,315680,306210,462430,"23","23","23","31.8","31.8","31.8","68.839","0","323.31","24","Q8BGD9","Q8BGD9","Eukaryotic translation initiation factor 4B","Eif4b","3643","Q8BGD9","Eif4b"
"3484",44353,79093,69288,60721,66379,79365,64178,65632,73059,60179,52433,79732,"5","5","5","16","16","16","44.375","0","222.56","6","Q8BGE6","Q8BGE6","Cysteine protease ATG4B","Atg4b","3644","Q8BGE6","Atg4b"
"3485",80160,101670,102820,89428,96084,112210,87336,65059,85441,77760,69408,91877,"5","5","5","17.6","17.6","17.6","39.79","0","12.879","6","Q8BGF3","Q8BGF3","WD repeat-containing protein 92","Wdr92","3645","Q8BGF3","Wdr92"
"3486",99438,159180,122480,98827,179010,163650,124350,90981,133020,118620,114170,165530,"5","5","5","11.3","11.3","11.3","51.863","0","21.39","5","Q8BGH2","Q8BGH2","Sorting and assembly machinery component 50 homolog","Samm50","3646","Q8BGH2","Samm50"
"3487",38001,45270,46536,43130,45762,43731,36696,37354,30905,30109,41330,32760,"1","1","1","25","25","25","9.2234","0.0057361","2.0914","1","Q8BGH7","Q8BGH7","CDC42 small effector protein 2","Cdc42se2","3647","Q8BGH7","Cdc42se2"
"3488",16170,21220,17932,18927,18437,20863,16654,13247,17272,13470,12996,18290,"1","1","1","6.6","6.6","6.6","34.016","0","4.0323","2","Q8BGI5;Q8BGI5-2","Q8BGI5;Q8BGI5-2","Peroxisome assembly protein 26","Pex26","3648","Q8BGI5","Pex26"
"3489",12386,12017,12220,14060,9404.400390625,9992.7998046875,11253,7248,15285,11434,12587,11929,"3","3","3","7.1","7.1","7.1","56.624","0","47.529","2","Q8BGQ1;Q8BGQ1-2","Q8BGQ1;Q8BGQ1-2","Spermatogenesis-defective protein 39 homolog","Vipas39","3649","Q8BGQ1","Vipas39"
"3490",3974500,6077000,5923800,4422100,6210300,7168500,3859400,3196700,3640900,2927200,3728600,4479200,"40","40","40","50.7","50.7","50.7","106.91","0","323.31","84","Q8BGQ7","Q8BGQ7","Alanine--tRNA ligase, cytoplasmic","Aars","3650","Q8BGQ7","Aars"
"3491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.1","2.1","2.1","45.939","0.00031601","3.2607","0","Q8BGR5;Q8BGR5-2","Q8BGR5;Q8BGR5-2","Protein FAM53B","Fam53b","3651","Q8BGR5","Fam53b"
"3492",23551,46387,52377,31190,53754,64687,34019,21757,44809,25645,32360,66399,"3","3","3","19.1","19.1","19.1","22.905","0.00031417","3.1406","4","Q8BGR6","Q8BGR6","ADP-ribosylation factor-like protein 15","Arl15","3652","Q8BGR6","Arl15"
"3493",15445,22766,25163,17136,23420,29366,21142,13365,14239,12702,22109,21771,"2","2","2","18.7","18.7","18.7","15.642","0","4.1393","3","Q8BGR8;Q8BGR8-2","Q8BGR8;Q8BGR8-2","GSK3-beta interaction protein","Gskip","3653","Q8BGR8","Gskip"
"3494",102650,137520,117110,114020,140860,126290,93673,67226,93417,80680,75421,109510,"6","6","6","18.6","18.6","18.6","36.836","0","7.563","6","Q8BGR9;Q8BGR9-2","Q8BGR9;Q8BGR9-2","Ubiquitin-like domain-containing CTD phosphatase 1","Ublcp1","3654","Q8BGR9","Ublcp1"
"3495",170630,116680,124630,161960,131820,131310,135480,107720,81015,93808,67190,88597,"3","3","3","16.2","16.2","16.2","35.185","0","38.77","8","Q8BGS0;Q8BGS0-2","Q8BGS0;Q8BGS0-2","Protein MAK16 homolog","Mak16","3655","Q8BGS0","Mak16"
"3496",22587,22459,23398,15405,27433,20761,23877,16582,17439,18485,20391,20017,"5","5","4","9.7","9.7","8.5","81.635","0","27.21","5","Q8BGS1;Q8BGS1-2;Q8BGS1-3","Q8BGS1;Q8BGS1-2;Q8BGS1-3","Band 4.1-like protein 5","Epb41l5","3656","Q8BGS1","Epb41l5"
"3497",55416,101820,84596,63285,98862,99996,74824,64836,72327,53851,65152,80975,"6","6","6","45.3","45.3","45.3","10.214","0","78.538","17","Q8BGS2;Q8BGS2-2","Q8BGS2;Q8BGS2-2","BolA-like protein 2","Bola2","3657","Q8BGS2","Bola2"
"3498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","4.4","4.4","4.4","37.999","0","75.123","0","Q8BGT0","Q8BGT0","Osteopetrosis-associated transmembrane protein 1","Ostm1","3658","Q8BGT0","Ostm1"
"3499",160350,213130,213670,178210,194030,241250,232020,131330,204580,209160,154360,209300,"4","4","4","12.3","12.3","12.3","57.943","0","27.811","7","Q8BGT5","Q8BGT5","Alanine aminotransferase 2","Gpt2","3659","Q8BGT5","Gpt2"
"3500",67212,128290,97605,61872,119310,127240,54549,71986,68323,50790,81992,94894,"8","7","7","13.8","12.5","12.5","94.078","0","151.77","7","Q8BGT6;Q8BGT6-2;Q8BGT6-3","Q8BGT6","MICAL-like protein 1","Micall1","3660","Q8BGT6","Micall1"
"3501",52489,74200,58839,56402,61856,63159,58420,45778,53434,44675,45362,63489,"1","1","1","5","5","5","26.753","0.002861","2.3669","1","Q8BGT7","Q8BGT7","Survival of motor neuron-related-splicing factor 30","Smndc1","3661","Q8BGT7","Smndc1"
"3502",19345,30779,66737,20376,24534,44112,11479,12639,48944,6810.7998046875,15941,42183,"1","1","1","3.2","3.2","3.2","42.34","0.00093327","2.9397","2","Q8BGT8;Q8BGT8-2","Q8BGT8;Q8BGT8-2","Phytanoyl-CoA hydroxylase-interacting protein-like","Phyhipl","3662","Q8BGT8","Phyhipl"
"3503",122710,134420,107410,109690,143910,190080,103960,92945,109070,82758,92613,149590,"12","12","12","28.7","28.7","28.7","39.394","0","323.31","2","Q8BGU5;Q8BGU5-2","Q8BGU5;Q8BGU5-2","Cyclin-Y","Ccny","3663","Q8BGU5","Ccny"
"3504",NA,1137.30004882813,1735.40002441406,1085.80004882813,NA,1105.59997558594,876.380004882813,594.219970703125,1282.90002441406,762.219970703125,1261.90002441406,1036,"2","2","2","4.9","4.9","4.9","56.701","0","13.454","2","Q8BGV4","Q8BGV4","TELO2-interacting protein 2","Tti2","3664","Q8BGV4","Tti2"
"3505",2952.30004882813,4037.69995117188,5792.7998046875,4392.39990234375,4088.80004882813,4074.80004882813,3615.5,3219.39990234375,3194.80004882813,2736,4033,3888.19995117188,"3","3","3","9.7","9.7","9.7","51.183","0","323.31","1","Q8BGV8","Q8BGV8","Mitochondrial dynamics protein MID51","Mief1","3665","Q8BGV8","Mief1"
"3506",561260,670000,608230,631890,641320,773350,613110,427980,545910,530360,520320,701000,"8","8","8","18.1","18.1","18.1","58.006","0","22.636","11","Q8BGW1;Q8BGW1-2;Q8BGW1-3;Q8BGW1-4","Q8BGW1;Q8BGW1-2;Q8BGW1-3;Q8BGW1-4","Alpha-ketoglutarate-dependent dioxygenase FTO","Fto","3666","Q8BGW1","Fto"
"3507",48626,59272,49563,40881,49224,55175,42249,37877,39771,31473,40032,46000,"1","1","1","6","6","6","29.415","0.0034216","2.2426","1","Q8BGX2","Q8BGX2","Uncharacterized protein C19orf52 homolog","","3667","Q8BGX2",NA
"3508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1","1","30.1","17","17","16.793","0","58.454","1","Q8BGY2","Q8BGY2","Eukaryotic translation initiation factor 5A-2","Eif5a2","3668","Q8BGY2","Eif5a2"
"3509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","4.5","4.5","4.5","67.031","0","262.56","0","Q8BGY4;Q8BGY4-2","Q8BGY4;Q8BGY4-2","Kelch-like protein 26","Klhl26","3669","Q8BGY4","Klhl26"
"3510",22539,31095,30077,21554,35926,17310,22119,13032,28427,16732,20674,27824,"5","5","5","11.1","11.1","11.1","68.561","0","26.762","7","Q8BGZ4;Q8BGZ4-2","Q8BGZ4;Q8BGZ4-2","Cell division cycle protein 23 homolog","Cdc23","3670","Q8BGZ4","Cdc23"
"3511",80710,101160,94901,77650,109160,108920,116570,99623,92065,81472,97589,106620,"3","3","3","12","12","12","47.585","0","87.417","4","Q8BH02","Q8BH02","Torsin-4A","Tor4a","3671","Q8BH02","Tor4a"
"3512",5509800,6447300,6447500,5572400,6105700,7243000,6363900,3493500,4814900,5003300,3466200,5307500,"29","29","29","52.3","52.3","52.3","70.527","0","227.79","53","Q8BH04;Q9Z2V4","Q8BH04","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial","Pck2","3672","Q8BH04","Pck2"
"3513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","4.1","4.1","4.1","76.645","0.00031536","3.1996","0","Q8BH05","Q8BH05","Zinc finger protein 750","Znf750","3673","Q8BH05","Znf750"
"3514",6028.60009765625,5945.39990234375,5611.89990234375,5799.2998046875,5260.7998046875,5990.89990234375,5719.89990234375,3719.10009765625,4314.39990234375,4929.2001953125,3598.5,6248.39990234375,"6","6","5","35.4","35.4","32.3","24.908","0","323.31","1","Q8BH07","Q8BH07","ADP-ribosylation factor-like protein 6-interacting protein 6","Arl6ip6","3674","Q8BH07","Arl6ip6"
"3515",99483,160940,160020,107080,147310,166390,124960,99008,130840,104470,94880,152090,"7","7","1","12.5","12.5","2.8","81.817","0","43.437","9","Q8BH15;Q8BH15-4;Q8BH15-3;Q8BH15-5","Q8BH15;Q8BH15-4;Q8BH15-3;Q8BH15-5","CCR4-NOT transcription complex subunit 10","Cnot10","3675","Q8BH15","Cnot10"
"3516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","1","1","12.4","2.7","2.7","81.73","0","6.5875","2","Q8BH15-2","Q8BH15-2","CCR4-NOT transcription complex subunit 10","Cnot10","3676","Q8BH15-2","Cnot10"
"3517",231930,274860,351530,252710,321960,383140,275570,158350,218460,188420,201770,351330,"9","9","9","15.4","15.4","15.4","74.692","0","34.517","12","Q8BH24","Q8BH24","Transmembrane 9 superfamily member 4","Tm9sf4","3677","Q8BH24","Tm9sf4"
"3518",1412,NA,1849.5,631.039978027344,864.299987792969,1170.19995117188,942.309997558594,NA,647.909973144531,NA,930.219970703125,914.359985351563,"1","1","1","2.3","2.3","2.3","57.569","0","5.2302","1","Q8BH31","Q8BH31","Major facilitator superfamily domain-containing protein 8","Mfsd8","3678","Q8BH31","Mfsd8"
"3519",177980,255990,297900,198750,230850,275220,191690,127650,236240,151370,150400,275880,"7","7","7","15.1","15.1","15.1","54.073","0","77.524","12","Q8BH43","Q8BH43","Wiskott-Aldrich syndrome protein family member 2","Wasf2","3679","Q8BH43","Wasf2"
"3520",16296,14609,24084,12927,19037,25414,22035,1377.69995117188,8982.099609375,11427,15037,13348,"4","4","3","20.5","20.5","17.3","35.024","0","32.165","4","Q8BH47","Q8BH47","Vesicle-trafficking protein SEC22a","Sec22a","3680","Q8BH47","Sec22a"
"3521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","6.8","6.8","6.8","55.028","0","5.1425","2","Q8BH48;Q8BH48-2","Q8BH48;Q8BH48-2","Ubiquitin-associated protein 1","Ubap1","3681","Q8BH48","Ubap1"
"3522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","7.1","7.1","7.1","29.218","0","92.854","0","Q8BH49","Q8BH49","Sesquipedalian-1","Fam109a","3682","Q8BH49","Fam109a"
"3523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","8.2","8.2","8.2","26.445","0","303","0","Q8BH50;Q8BH50-2","Q8BH50;Q8BH50-2","Uncharacterized protein C18orf25 homolog","","3683","Q8BH50",NA
"3524",63407,88614,79475,77900,79246,93821,92624,60545,80289,73699,62071,88021,"3","3","3","4.8","4.8","4.8","83.099","0","5.6344","4","Q8BH55","Q8BH55","Threonine synthase-like 1","Thnsl1","3684","Q8BH55","Thnsl1"
"3525",188850,317630,347540,216830,286830,332660,230380,182090,238490,176640,188350,302910,"9","9","9","18.3","18.3","18.3","76.006","0","166.2","11","Q8BH57;Q8BH57-2;Q8BH57-3","Q8BH57;Q8BH57-2;Q8BH57-3","WD repeat-containing protein 48","Wdr48","3685","Q8BH57","Wdr48"
"3526",254530,360590,386740,277020,284580,324840,320940,200110,308110,256220,216700,336210,"7","7","7","33.6","33.6","33.6","31.253","0","86.722","6","Q8BH58","Q8BH58","TIP41-like protein","Tiprl","3686","Q8BH58","Tiprl"
"3527",1447800,2546000,2141800,1617700,2525400,2560500,1983500,1949700,2054200,1558700,1876900,2491800,"16","16","14","31.9","31.9","28.8","74.569","0","129.19","29","Q8BH59","Q8BH59","Calcium-binding mitochondrial carrier protein Aralar1","Slc25a12","3687","Q8BH59","Slc25a12"
"3528",50432,70366,66240,45173,68479,71431,61707,44545,51020,37521,38849,60642,"7","7","7","21.8","21.8","21.8","50.662","0","323.31","9","Q8BH60;Q8BH60-2","Q8BH60;Q8BH60-2","Golgi-associated PDZ and coiled-coil motif-containing protein","Gopc","3688","Q8BH60","Gopc"
"3529",2942900,5778300,3936300,3352500,5434800,4641700,3648800,3065600,2939700,2793100,3709800,3297200,"30","29","28","54.7","54.7","52.7","61.174","0","323.31","53","Q8BH64","Q8BH64","EH domain-containing protein 2","Ehd2","3689","Q8BH64","Ehd2"
"3530",22117,32918,26150,23579,28976,27189,21745,22816,17560,17802,23678,26525,"7","6","5","17.4","16.1","14.2","63.377","0","27.451","5","Q8BH66","Q8BH66","Atlastin-1","Atl1","3690","Q8BH66","Atl1"
"3531",382560,530800,550230,414410,482620,647240,444880,329700,438830,342520,381230,505790,"5","5","5","18.9","18.9","18.9","42.906","0","98.137","9","Q8BH69","Q8BH69","Selenide, water dikinase 1","Sephs1","3691","Q8BH69","Sephs1"
"3532",650240,695320,721660,659470,644120,739710,614260,453240,597760,459720,441610,624360,"16","16","16","18.9","18.9","18.9","106.72","0","323.31","20","Q8BH74","Q8BH74","Nuclear pore complex protein Nup107","Nup107","3692","Q8BH74","Nup107"
"3533",262850,476920,374130,272380,505830,467840,324460,316560,364200,263750,371480,402530,"7","7","7","15.5","15.5","15.5","69.262","0","73.151","9","Q8BH79-2;Q8BH79;Q8BH79-3;Q8BH79-4","Q8BH79-2;Q8BH79;Q8BH79-3;Q8BH79-4","Anoctamin-10","Ano10","3693","Q8BH79-2","Ano10"
"3534",1182000,2200600,1830300,1327500,2e+06,1981600,1267100,1325300,1448600,1028000,1424300,1734400,"20","20","20","35.3","35.3","35.3","66.365","0","137.44","35","Q8BH86;Q8BH86-2","Q8BH86;Q8BH86-2","UPF0317 protein C14orf159 homolog, mitochondrial","","3694","Q8BH86",NA
"3535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","10.3","10.3","10.3","23.885","0","99.591","0","Q8BH93","Q8BH93","MAPK-interacting and spindle-stabilizing protein-like","Mapk1ip1l","3695","Q8BH93","Mapk1ip1l"
"3536",964090,1180000,1110400,994490,1220200,1218400,914080,844810,929900,710250,832760,1054300,"13","13","13","49.7","49.7","49.7","31.474","0","123.17","28","Q8BH95","Q8BH95","Enoyl-CoA hydratase, mitochondrial","Echs1","3696","Q8BH95","Echs1"
