"","low_1","low_2","low_3","up_1","up_2","up_3","high_1","high_2","high_3","down_1","down_2","down_3","Peptides","Razor...unique.peptides","Unique.peptides","Sequence.coverage....","Unique...razor.sequence.coverage....","Unique.sequence.coverage....","Mol..weight..kDa.","Q.value","Score","MS.MS.count","Protein.IDs","Majority.protein.IDs","Protein.names","Gene.names","id","uniprot","main_gene"
"3449",5581.89990234375,7968.7001953125,10489,8602.2001953125,6596.7998046875,10134,7694.2001953125,8306.7001953125,7706.2001953125,10392,8337.7001953125,10493,"2","2","2","3.2","3.2","3.2","75.598","0","11.23","2","Q68D10","Q68D10","Protein SPT2 homolog","SPTY2D1","3594","Q68D10","SPTY2D1"
"3450",90589,183420,178760,78826,172930,165450,86058,185940,185940,107460,163550,186980,"6","6","6","30.5","30.5","30.5","31.371","0","10.588","8","Q68D91","Q68D91","Metallo-beta-lactamase domain-containing protein 2","MBLAC2","3595","Q68D91","MBLAC2"
"3451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","4.4","4.4","4.4","92.218","0","170.44","0","Q68DC2","Q68DC2","Ankyrin repeat and SAM domain-containing protein 6","ANKS6","3596","Q68DC2","ANKS6"
"3452",17866,19127,16267,21164,24115,18019,22133,24796,14410,25686,19843,22976,"2","2","2","4.2","4.2","4.2","81.171","0.0027351","1.3778","2","Q68DH5","Q68DH5","LMBR1 domain-containing protein 2","LMBRD2","3597","Q68DH5","LMBRD2"
"3453",17102,27906,30672,23254,28349,29924,29946,32609,29517,28287,30271,36254,"6","6","6","2.3","2.3","2.3","284.57","0","72.396","4","Q68DK2","Q68DK2","Zinc finger FYVE domain-containing protein 26","ZFYVE26","3598","Q68DK2","ZFYVE26"
"3454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","3.3","3.3","3.3","67.128","0.0012279","1.5147","0","Q68DK7","Q68DK7","Male-specific lethal 1 homolog","MSL1","3599","Q68DK7","MSL1"
"3455",22922,42882,37646,35336,46064,41514,44411,55241,34996,39434,55857,50379,"9","9","9","5.6","5.6","5.6","330.63","0","78.631","8","Q68DQ2","Q68DQ2","Very large A-kinase anchor protein","CRYBG3","3600","Q68DQ2","CRYBG3"
"3456",8967.2998046875,24740,25596,7410.39990234375,17157,20012,7483.7001953125,20126,20423,12015,20493,21791,"1","1","1","2.7","2.7","2.7","118.07","0","60.23","2","Q68E01","Q68E01","Integrator complex subunit 3","INTS3","3601","Q68E01","INTS3"
"3457",231250,409630,554860,238720,317320,452630,299370,396260,407920,277250,339690,367160,"11","11","11","15.8","15.8","15.8","95.436","0","68.779","13","Q68EM7","Q68EM7","Rho GTPase-activating protein 17","ARHGAP17","3602","Q68EM7","ARHGAP17"
"3458",13039,31518,35332,13157,23351,18912,16499,24367,20560,12165,20619,24040,"5","5","5","3.9","3.9","3.9","202.02","0","208.21","1","Q69YN4","Q69YN4","Protein virilizer homolog","KIAA1429","3603","Q69YN4","KIAA1429"
"3459",169400,162870,199000,167500,133950,145710,207830,154730,167580,214780,149450,150400,"14","14","14","15.9","15.9","15.9","124.6","0","323.31","13","Q69YQ0","Q69YQ0","Cytospin-A","SPECC1L","3604","Q69YQ0","SPECC1L"
"3460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","3.4","3.4","3.4","52.635","0","13.058","0","Q69YU3","Q69YU3","Ankyrin repeat domain-containing protein 34A","ANKRD34A","3605","Q69YU3","ANKRD34A"
"3461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","3.3","3.3","3.3","32.749","0.0071397","1.1338","0","Q69YZ2","Q69YZ2","Transmembrane protein 200B","TMEM200B","3606","Q69YZ2","TMEM200B"
"3462",NA,638.030029296875,NA,620.849975585938,NA,865.239990234375,NA,NA,826.840026855469,NA,NA,NA,"2","2","2","3.6","3.6","3.6","128.78","0","4.2565","4","Q6AI08","Q6AI08","HEAT repeat-containing protein 6","HEATR6","3607","Q6AI08","HEATR6"
"3463",4184,6542.60009765625,7132.89990234375,4675,7558.2998046875,9336.5,4408.7998046875,6689.60009765625,5405.89990234375,2834.80004882813,5935.60009765625,8173.7998046875,"1","1","1","5.2","5.2","5.2","41.088","0.00092593","1.5897","3","Q6AI12","Q6AI12","Ankyrin repeat domain-containing protein 40","ANKRD40","3608","Q6AI12","ANKRD40"
"3464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1.3","1.3","1.3","133.89","0.0045256","1.2781","0","Q6AWC2","Q6AWC2","Protein WWC2","WWC2","3609","Q6AWC2","WWC2"
"3465",17303,90559,81224,19193,121490,108430,26394,75114,59755,22018,82438,78034,"4","4","4","7.8","7.8","7.8","65.136","0","6.1897","4","Q6AZY7","Q6AZY7","Scavenger receptor class A member 3","SCARA3","3610","Q6AZY7","SCARA3"
"3466",193150,40753,245140,183030,52567,193600,204390,49616,203820,191450,42198,188600,"3","3","3","10.5","10.5","10.5","31.458","0","2.8339","4","Q6BCY4","Q6BCY4","NADH-cytochrome b5 reductase 2","CYB5R2","3611","Q6BCY4","CYB5R2"
"3467",2649.69995117188,1698.80004882813,2341.89990234375,2904.80004882813,1914.30004882813,1693.69995117188,2496.30004882813,2850.30004882813,2595.89990234375,3698.19995117188,3907.69995117188,3082.69995117188,"2","2","2","2.5","2.5","2.5","159.48","0","34.902","2","Q6BDS2","Q6BDS2","UHRF1-binding protein 1","UHRF1BP1","3612","Q6BDS2","UHRF1BP1"
"3468",3737200,5043300,5990600,3205000,4403100,4532500,4039100,4552500,4385200,3852000,3898300,4273700,"18","18","18","43.3","43.3","43.3","60.541","0","323.31","53","Q6DD88","Q6DD88","Atlastin-3","ATL3","3613","Q6DD88","ATL3"
"3469",78130,180120,193480,68441,131540,148450,93221,168180,149490,97002,126100,144780,"2","2","2","11.8","11.8","11.8","29.669","0","21.076","2","Q6DKI1","Q6DKI1","60S ribosomal protein L7-like 1","RPL7L1","3614","Q6DKI1","RPL7L1"
"3470",39654,23511,20343,33665,22400,16702,43796,26224,20089,42325,23410,22086,"4","4","4","14","14","14","48.392","0","149.58","7","Q6DKJ4","Q6DKJ4","Nucleoredoxin","NXN","3615","Q6DKJ4","NXN"
"3471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","4.2","4.2","4.2","99.594","0","5.3066","0","Q6DN12","Q6DN12","Multiple C2 and transmembrane domain-containing protein 2","MCTP2","3616","Q6DN12","MCTP2"
"3472",5338.5,7059.7001953125,6956.7001953125,6024,7676.10009765625,7618.2998046875,6166.7998046875,5433.39990234375,5293.5,7064.2001953125,6077.7998046875,6232.7001953125,"9","9","9","9.6","9.6","9.6","108.31","0","255.99","6","Q6DN90","Q6DN90","IQ motif and SEC7 domain-containing protein 1","IQSEC1","3617","Q6DN90","IQSEC1"
"3473",43095,46533,56894,34442,39022,51836,59047,73778,86340,60227,61540,86825,"2","2","2","45.9","45.9","45.9","15.131","0","135.29","2","Q6EEV4","Q6EEV4","DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5","POLR2M","3618","Q6EEV4","POLR2M"
"3474",1108600,2009300,3533000,904930,1743000,2681600,999930,2211600,2647800,1022500,2000900,2724800,"12","12","12","17.7","17.7","17.7","71.712","0","99.376","23","Q6EMK4","Q6EMK4","Vasorin","VASN","3619","Q6EMK4","VASN"
"3475",41428,50078,63695,50130,42513,45144,46714,42112,33939,40224,37725,41500,"5","5","5","22.1","22.1","22.1","33.582","0","29.122","11","Q6FI81","Q6FI81","Anamorsin","CIAPIN1","3620","Q6FI81","CIAPIN1"
"3476",5081.60009765625,9770.2998046875,10390,3156.5,7375.2001953125,9729.599609375,5423.39990234375,7720,7522.2001953125,5483.89990234375,7217,7114.5,"1","1","1","12","12","12","22.555","0","44.469","2","Q6FIF0","Q6FIF0","AN1-type zinc finger protein 6","ZFAND6","3621","Q6FIF0","ZFAND6"
"3477",93068,149330,157580,82746,103800,111990,93184,122400,104640,100880,91068,105200,"2","2","2","6.5","6.5","6.5","47.34","0.0077151","1.0948","2","Q6GMV2","Q6GMV2","SET and MYND domain-containing protein 5","SMYD5","3622","Q6GMV2","SMYD5"
"3478",1859300,2082900,2981300,1535700,1792200,2064500,2237500,1808400,2310900,1937600,1923900,2296800,"2","2","2","25","25","25","15.805","0","11.275","5","Q6GMV3","Q6GMV3","Putative peptidyl-tRNA hydrolase PTRHD1","PTRHD1","3623","Q6GMV3","PTRHD1"
"3479",3240.19995117188,3084.5,4764.2998046875,3566.5,4643.10009765625,5009.7998046875,5054.7001953125,5037,3494.89990234375,4979.2998046875,4588.7998046875,4645.7001953125,"3","3","3","5.6","5.6","5.6","92.525","0","138.79","1","Q6GQQ9","Q6GQQ9","OTU domain-containing protein 7B","OTUD7B","3624","Q6GQQ9","OTUD7B"
"3480",4178.10009765625,5956.10009765625,7795.2998046875,6341.89990234375,8042.39990234375,7892.7998046875,8204.7998046875,8841.5,9552.400390625,7833.5,9168.900390625,9410.2001953125,"6","6","6","4.8","4.8","4.8","229.83","0","323.31","1","Q6GYQ0","Q6GYQ0","Ral GTPase-activating protein subunit alpha-1","RALGAPA1","3625","Q6GYQ0","RALGAPA1"
"3481",6897.60009765625,10606,9243.2001953125,4714,11017,9093.099609375,7104.2998046875,11517,10153,6717,12069,12012,"1","1","1","7.8","7.8","7.8","23.743","0","9.2071","2","Q6I9Y2","Q6I9Y2","THO complex subunit 7 homolog","THOC7","3626","Q6I9Y2","THOC7"
"3482",109350,154600,187090,94168,135820,145560,148330,214820,208690,153970,174290,198650,"4","4","4","6.7","6.7","6.7","79.284","0","6.7734","6","Q6IA69","Q6IA69","Glutamine-dependent NAD(+) synthetase","NADSYN1","3627","Q6IA69","NADSYN1"
"3483",167310,277780,300360,153210,240980,249850,166620,251220,219540,164390,234780,235230,"3","3","3","4.6","4.6","4.6","92.499","0","43.428","7","Q6IA86","Q6IA86","Elongator complex protein 2","ELP2","3628","Q6IA86","ELP2"
"3484",118700,168600,183910,106490,215160,169750,208540,252210,249810,166560,217370,249080,"7","7","7","49.7","49.7","49.7","17.745","0","218.01","8","Q6IAA8","Q6IAA8","Ragulator complex protein LAMTOR1","LAMTOR1","3629","Q6IAA8","LAMTOR1"
"3485",131060,131190,146270,126180,147450,138970,154890,156620,136590,127110,137480,149190,"4","4","4","14.2","14.2","14.2","35.119","0","6.1307","6","Q6IAN0","Q6IAN0","Dehydrogenase/reductase SDR family member 7B","DHRS7B","3630","Q6IAN0","DHRS7B"
"3486",2452100,4724400,4471300,2048100,4046300,3902000,2651200,4397900,3910900,2474400,3658000,4170300,"14","12","12","49","45","45","39.548","0","105.75","22","Q6IBS0","Q6IBS0","Twinfilin-2","TWF2","3631","Q6IBS0","TWF2"
"3487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","3.1","3.1","3.1","68.226","0","7.8294","0","Q6IBW4","Q6IBW4","Condensin-2 complex subunit H2","NCAPH2","3632","Q6IBW4","NCAPH2"
"3488",4208.10009765625,4127.10009765625,4414.2998046875,5062,7193.2001953125,7054.60009765625,5993.7998046875,8111,5815.39990234375,4619,7919.7998046875,5878.39990234375,"8","8","8","24.3","24.3","24.3","45.794","0","323.31","2","Q6ICG6","Q6ICG6","Uncharacterized protein KIAA0930","KIAA0930","3633","Q6ICG6","KIAA0930"
"3489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","2","6.5","5.4","5.4","95.367","0","140.84","0","Q6IN85","Q6IN85","Serine/threonine-protein phosphatase 4 regulatory subunit 3A","SMEK1","3634","Q6IN85","SMEK1"
"3490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","12","12","12","29.794","0","238.28","0","Q6IPR3","Q6IPR3","tRNA wybutosine-synthesizing protein 3 homolog","TYW3","3635","Q6IPR3","TYW3"
"3491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","7.8","7.8","7.8","30.216","0","24.019","0","Q6IQ19","Q6IQ19","Centriole, cilia and spindle-associated protein","CCSAP","3636","Q6IQ19","CCSAP"
"3492",45853,66932,70766,37362,50041,61941,46800,71464,64944,55666,66600,59707,"7","7","7","24.6","24.6","24.6","27.248","0","323.31","6","Q6IQ22","Q6IQ22","Ras-related protein Rab-12","RAB12","3637","Q6IQ22","RAB12"
"3493",135470,189920,199930,159810,186650,198360,172980,212640,173790,161260,189360,188600,"7","7","7","7.9","7.9","7.9","147.09","0","121.8","5","Q6IQ26","Q6IQ26","DENN domain-containing protein 5A","DENND5A","3638","Q6IQ26","DENND5A"
"3494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","2.7","2.7","2.7","137.41","0","8.8414","1","Q6IQ55","Q6IQ55","Tau-tubulin kinase 2","TTBK2","3639","Q6IQ55","TTBK2"
"3495",71584,83347,89519,50070,66686,69967,81260,91005,88972,79368,72714,99476,"3","3","3","2.2","2.2","2.2","250.2","0","2.8461","3","Q6IUF8","Q6IUF8","","","3640","Q6IUF8",NA
"3496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.4","2.4","2.4","105.53","0.0055556","1.2264","1","Q6IWH7","Q6IWH7","Anoctamin-7","ANO7","3641","Q6IWH7","ANO7"
"3497",12605,29109,35915,10730,26786,31422,9585.7998046875,22137,18590,8463,22922,19963,"2","2","2","3.1","3.1","3.1","118.83","0","5.3383","4","Q6JQN1","Q6JQN1","Acyl-CoA dehydrogenase family member 10","ACAD10","3642","Q6JQN1","ACAD10"
"3498",26269,43905,57123,23636,43282,36912,30637,50438,39214,31288,47321,41189,"6","6","6","4","4","4","316.05","0","323.31","3","Q6KC79","Q6KC79","Nipped-B-like protein","NIPBL","3643","Q6KC79","NIPBL"
"3499",2929.10009765625,8198.900390625,7966,3765.89990234375,11151,13995,4884.39990234375,14121,10535,5742.39990234375,13291,12366,"2","2","2","3.8","3.8","3.8","52.662","0","2.0092","4","Q6KCM7;Q9BV35","Q6KCM7;Q9BV35","Calcium-binding mitochondrial carrier protein SCaMC-2;Calcium-binding mitochondrial carrier protein SCaMC-3","SLC25A25;SLC25A23","3644","Q6KCM7","SLC25A25"
"3500",346210,597080,667640,323650,541880,571820,404410,516210,500680,412020,523650,539910,"9","9","9","22.2","22.2","22.2","67.351","0","64.834","19","Q6L8Q7","Q6L8Q7","2,5-phosphodiesterase 12","PDE12","3645","Q6L8Q7","PDE12"
"3501",61078,116850,118310,74116,98321,100740,89817,95578,100590,84371,86307,91118,"8","5","5","10.9","7.4","7.4","101.46","0","10.979","5","Q6N069","Q6N069","N-alpha-acetyltransferase 16, NatA auxiliary subunit","NAA16","3646","Q6N069","NAA16"
"3502",NA,631.869995117188,670.150024414063,NA,NA,711.489990234375,885.260009765625,572.380004882813,830.890014648438,587.47998046875,NA,989,"2","2","2","6.6","6.6","6.6","71.911","0","55.481","1","Q6NSJ2","Q6NSJ2","Pleckstrin homology-like domain family B member 3","PHLDB3","3647","Q6NSJ2","PHLDB3"
"3503",450200,614780,685480,395660,482040,603700,566070,645140,664580,580930,569230,649270,"5","5","5","13.2","13.2","13.2","40.513","0","72.644","10","Q8TCE6;Q6NSW5","Q8TCE6;Q6NSW5","Protein FAM45A;Protein FAM45B","FAM45A;FAM45B","3648","Q8TCE6","FAM45A"
"3504",1077700,1929200,2080200,799070,1747000,1741400,1531100,2041200,2169200,1262500,1723000,2012100,"14","14","14","24.7","24.7","24.7","53.354","0","24.639","20","Q6NUK1","Q6NUK1","Calcium-binding mitochondrial carrier protein SCaMC-1","SLC25A24","3649","Q6NUK1","SLC25A24"
"3505",722880,936320,1039800,567890,809460,774230,1051800,818490,780020,908940,682040,764810,"6","6","6","25.9","25.9","25.9","29.264","0","124.14","6","Q6NUK4","Q6NUK4","Receptor expression-enhancing protein 3","REEP3","3650","Q6NUK4","REEP3"
"3506",388330,569000,586530,417770,648830,603880,444850,658750,554600,441790,550450,580670,"11","11","11","23.3","23.3","23.3","66.819","0","41.483","22","Q6NUM9","Q6NUM9","All-trans-retinol 13,14-reductase","RETSAT","3651","Q6NUM9","RETSAT"
"3507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1.4","1.4","1.4","99.451","0","24.355","0","Q6NUP7","Q6NUP7","Serine/threonine-protein phosphatase 4 regulatory subunit 4","PPP4R4","3652","Q6NUP7","PPP4R4"
"3508",4495.5,4058.80004882813,5124,4608.60009765625,4549.60009765625,5931.60009765625,8465.5,2310.19995117188,3524.5,4826.10009765625,3236.69995117188,3414.30004882813,"1","1","1","0.9","0.9","0.9","90.631","0","6.519","1","Q6NUQ1","Q6NUQ1","RAD50-interacting protein 1","RINT1","3653","Q6NUQ1","RINT1"
"3509",267490,606440,553240,314850,560880,470180,412730,681270,435320,395810,581860,467330,"8","8","8","12.2","12.2","12.2","77.15","0","52.709","15","Q6NUQ4","Q6NUQ4","Transmembrane protein 214","TMEM214","3654","Q6NUQ4","TMEM214"
"3510",6724.7001953125,8903,9362.7001953125,8023.89990234375,10845,8771.2001953125,10872,9288.5,9655.900390625,10145,9715.099609375,13035,"1","1","1","2.3","2.3","2.3","66.156","0.0024327","1.3865","1","Q6NUS6","Q6NUS6","Tectonic-3","TCTN3","3655","Q6NUS6","TCTN3"
"3511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","3.4","3.4","3.4","65.36","0","6.6042","0","Q6NV75","Q6NV75","Probable G-protein coupled receptor 153","GPR153","3656","Q6NV75","GPR153"
"3512",1997.40002441406,3120.80004882813,5342.7001953125,3407.5,4164,5780.10009765625,2707.89990234375,5989,5167.60009765625,2592.30004882813,4351.60009765625,5919.39990234375,"1","1","1","7","7","7","15.06","0.0059907","1.2053","1","Q6NVU6","Q6NVU6","Inactive Ufm1-specific protease 1","UFSP1","3657","Q6NVU6","UFSP1"
"3513",278490,601980,556190,351350,666180,601050,371500,757040,634820,394630,734720,655680,"12","12","12","37.6","37.6","37.6","43.482","0","18.845","15","Q6NVY1","Q6NVY1","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial","HIBCH","3658","Q6NVY1","HIBCH"
"3514",104920,138660,200910,91665,117840,151770,120870,138930,152340,104750,112130,141650,"4","4","4","22.9","22.9","22.9","21.25","0","60.848","5","Q6NW29","Q6NW29","RWD domain-containing protein 4","RWDD4","3659","Q6NW29","RWDD4"
"3515",68406,115310,146730,71423,87362,92632,91596,117380,118830,76525,90992,105620,"2","2","2","4.4","4.4","4.4","64.551","0","2.4381","2","Q6NW34","Q6NW34","Uncharacterized protein C3orf17","C3orf17","3660","Q6NW34","C3orf17"
"3516",206450,280810,328060,177130,253540,245300,208950,209950,213390,189910,180340,228460,"4","4","4","14","14","14","54.141","0","31.488","7","Q6NXE6","Q6NXE6","Armadillo repeat-containing protein 6","ARMC6","3661","Q6NXE6","ARMC6"
"3517",3194.80004882813,3246.39990234375,4704.7998046875,2070.30004882813,2868.10009765625,3295.80004882813,4610.7001953125,4237.10009765625,3995.30004882813,2947.60009765625,2852.39990234375,5172.89990234375,"1","1","1","2.6","2.6","2.6","56.914","0.0075724","1.1","1","Q6NXR4","Q6NXR4","TELO2-interacting protein 2","TTI2","3662","Q6NXR4","TTI2"
"3518",83743,110050,120530,60551,81790,81426,88172,99090,85454,91840,91186,105940,"3","3","3","9","9","9","32.505","0","4.1391","3","Q6NXT1","Q6NXT1","Ankyrin repeat domain-containing protein 54","ANKRD54","3663","Q6NXT1","ANKRD54"
"3519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","3.9","3.9","3.9","64.259","0","25.585","1","Q6NXT6","Q6NXT6","Transmembrane anterior posterior transformation protein 1 homolog","TAPT1","3664","Q6NXT6","TAPT1"
"3520",321160,393400,463470,266850,380850,417990,303110,347180,400600,326190,348360,411140,"19","19","19","41.9","41.9","41.9","67.942","0","323.31","20","Q6NYC8","Q6NYC8","Phostensin","PPP1R18","3665","Q6NYC8","PPP1R18"
"3521",399930,714580,807370,328970,486710,614010,468170,701770,699390,439820,623400,630150,"4","4","3","45.6","45.6","32.3","16.225","0","9.1152","4","Q6NZ67;Q6P582","Q6NZ67;Q6P582","Mitotic-spindle organizing protein 2B;Mitotic-spindle organizing protein 2A","MZT2B;MZT2A","3666","Q6NZ67","MZT2B"
"3522",17682000,24813000,27420000,17154000,23153000,22728000,24183000,25028000,21558000,21502000,20601000,23195000,"32","32","32","57.7","57.7","57.7","43.476","0","323.31","216","Q6NZI2","Q6NZI2","Polymerase I and transcript release factor","PTRF","3667","Q6NZI2","PTRF"
"3523",19559,36216,40784,16867,31061,37250,24629,46878,37660,20174,43039,49664,"3","3","3","9.5","9.5","9.5","78.576","0","13.323","2","Q6NZY4","Q6NZY4","Zinc finger CCHC domain-containing protein 8","ZCCHC8","3668","Q6NZY4","ZCCHC8"
"3524",16513,36462,44521,20697,31759,35508,22963,41240,48386,23883,37634,41762,"2","2","2","17.6","17.6","17.6","15.207","0","4.8225","3","Q6NZY7","Q6NZY7","Cdc42 effector protein 5","CDC42EP5","3669","Q6NZY7","CDC42EP5"
"3525",5864.7001953125,10740,14666,5713.10009765625,10670,13258,5639,8641.5,8486.5,5211.2001953125,9014.7001953125,11396,"1","1","1","6.6","6.6","6.6","38.46","0","2.0924","1","Q6P087","Q6P087","RNA pseudouridylate synthase domain-containing protein 3","RPUSD3","3670","Q6P087","RPUSD3"
"3526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","9","9","7.5","5.9","5.9","196.43","0","193.64","0","Q6P0Q8;Q96GX5;Q9Y2H9","Q6P0Q8","Microtubule-associated serine/threonine-protein kinase 2","MAST2","3671","Q6P0Q8","MAST2"
"3527",12163,22269,21651,11365,19533,16960,14870,16174,18371,16817,14710,22278,"5","4","4","4.8","4","4","155.6","0","28.593","3","Q6P158","Q6P158","Putative ATP-dependent RNA helicase DHX57","DHX57","3672","Q6P158","DHX57"
"3528",106340,1250100,844030,96885,1025000,700030,153260,1336000,836120,143970,1147100,815680,"8","8","8","10.5","10.5","10.5","110.46","0","10.553","14","Q6P179","Q6P179","Endoplasmic reticulum aminopeptidase 2","ERAP2","3673","Q6P179","ERAP2"
"3529",40032,82040,83262,55703,92606,85205,60472,103480,91534,57344,93662,102580,"5","5","5","13.7","13.7","13.7","60.576","0","6.0186","5","Q6P1J9","Q6P1J9","Parafibromin","CDC73","3674","Q6P1J9","CDC73"
"3530",44324,70000,67919,38149,56739,39233,61507,79775,57864,46574,69598,62831,"1","1","1","8.2","8.2","8.2","16.419","0","4.7743","1","Q6P1K1","Q6P1K1","Heme transporter HRG1","SLC48A1","3675","Q6P1K1","SLC48A1"
"3531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","7.3","7.3","7.3","23.339","0","2.3408","1","Q6P1K2","Q6P1K2","Polyamine-modulated factor 1","PMF1","3676","Q6P1K2","PMF1"
"3532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","10","10","23.1","23.1","23.1","61.967","0","323.31","0","Q6P1L5","Q6P1L5","Protein FAM117B","FAM117B","3677","Q6P1L5","FAM117B"
"3533",138110,301500,413300,130410,272630,318440,179710,268200,263180,130160,226640,280840,"2","2","2","21.4","21.4","21.4","15.947","0","17.072","4","Q6P1L8","Q6P1L8","39S ribosomal protein L14, mitochondrial","MRPL14","3678","Q6P1L8","MRPL14"
"3534",277920,355080,427250,247100,346960,385520,340180,386730,377460,361700,324410,350580,"9","9","9","18.2","18.2","18.2","72.063","0","32.833","14","Q6P1M0","Q6P1M0","Long-chain fatty acid transport protein 4","SLC27A4","3679","Q6P1M0","SLC27A4"
"3535",16459,27287,27636,15744,31274,31270,23646,31221,29390,21176,27837,29299,"4","4","4","5.3","5.3","5.3","104.06","0","5.853","5","Q6P1N0","Q6P1N0","Coiled-coil and C2 domain-containing protein 1A","CC2D1A","3680","Q6P1N0","CC2D1A"
"3536",392690,643370,865550,384300,473420,616510,491420,627240,699150,479700,499210,658730,"5","5","5","19.9","19.9","19.9","33.601","0","12.178","11","Q6P1N9","Q6P1N9","Putative deoxyribonuclease TATDN1","TATDN1","3681","Q6P1N9","TATDN1"
"3537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","9.7","9.7","9.7","61.319","0","156.36","0","Q6P1R3","Q6P1R3","Myb/SANT-like DNA-binding domain-containing protein 2","MSANTD2","3682","Q6P1R3","MSANTD2"
"3538",78431,242950,254130,80383,185080,205770,97258,209230,212390,93611,171580,179450,"4","4","4","32.9","32.9","32.9","23.889","0","24.429","8","Q6P1X6","Q6P1X6","UPF0598 protein C8orf82","C8orf82","3683","Q6P1X6","C8orf82"
"3539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2.6","2.6","2.6","35.431","0.0057014","1.2226","1","Q6P2C8","Q6P2C8","Mediator of RNA polymerase II transcription subunit 27","MED27","3684","Q6P2C8","MED27"
"3540",572550,1119400,1199000,601280,940080,1008900,716350,998640,972670,704950,940740,997360,"18","18","18","23.6","23.6","23.6","151.66","0","323.31","18","Q6P2E9","Q6P2E9","Enhancer of mRNA-decapping protein 4","EDC4","3685","Q6P2E9","EDC4"
"3541",31832,64016,76571,43635,74948,72448,41343,67433,68071,43070,62497,68555,"4","4","4","6.4","6.4","6.4","94.5","0","4.9379","6","Q6P2P2","Q6P2P2","Putative protein arginine N-methyltransferase 9","PRMT9","3686","Q6P2P2","PRMT9"
"3542",1092900,2380000,2685700,1203700,2034300,2029800,1369600,2175500,1962600,1307000,1904900,1983700,"41","41","41","21.4","21.4","21.4","273.6","0","323.31","70","Q6P2Q9","Q6P2Q9","Pre-mRNA-processing-splicing factor 8","PRPF8","3687","Q6P2Q9","PRPF8"
"3543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","2","3.9","3.9","3.9","77.838","0","24.345","0","Q6P3S6","Q6P3S6","F-box only protein 42","FBXO42","3688","Q6P3S6","FBXO42"
"3544",76681,102480,111710,80791,81574,108490,145030,144940,134000,133080,127250,140020,"3","3","3","5.4","5.4","5.4","103.71","0","14.711","5","Q6P3W7","Q6P3W7","SCY1-like protein 2","SCYL2","3689","Q6P3W7","SCYL2"
"3545",217240,313000,302120,240550,282600,252310,277800,322750,202230,249510,310890,209220,"5","5","5","9","9","9","96.631","0","80.672","7","Q6P3X3","Q6P3X3","Tetratricopeptide repeat protein 27","TTC27","3690","Q6P3X3","TTC27"
"3546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","4.2","4.2","4.2","37.998","0","4.1068","1","Q6P4A7","Q6P4A7","Sideroflexin-4","SFXN4","3691","Q6P4A7","SFXN4"
"3547",43527,97035,66140,29766,78579,68296,78426,159780,112780,53826,117080,134950,"6","6","6","13.5","13.5","13.5","49.497","0","58.711","8","Q6P4E1","Q6P4E1","Protein CASC4","CASC4","3692","Q6P4E1","CASC4"
"3548",65594,131430,129740,69326,139690,123040,82910,144070,121650,84354,138980,130100,"1","1","1","5.9","5.9","5.9","19.888","0","4.863","1","Q6P4F2","Q6P4F2","Adrenodoxin-like protein, mitochondrial","FDX1L","3693","Q6P4F2","FDX1L"
"3549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1.5","1.5","1.5","139","0","9.7513","0","Q6P4R8","Q6P4R8","Nuclear factor related to kappa-B-binding protein","NFRKB","3695","Q6P4R8","NFRKB"
